UNIX time;Local time;current1;current2





















































1737489415.66;2025-01-21T23:56:55.660;514;0
1737489415.67;2025-01-21T23:56:55.670;514;0
1737489415.68;2025-01-21T23:56:55.680;514;0
1737489415.69;2025-01-21T23:56:55.690;514;0
1737489415.7;2025-01-21T23:56:55.700;551;0
1737489415.71;2025-01-21T23:56:55.710;551;0
1737489415.72;2025-01-21T23:56:55.720;551;0
1737489415.73;2025-01-21T23:56:55.730;551;0
1737489415.74;2025-01-21T23:56:55.740;551;0
1737489415.75;2025-01-21T23:56:55.750;551;0
1737489415.76;2025-01-21T23:56:55.760;551;0
1737489415.77;2025-01-21T23:56:55.770;551;0
1737489415.78;2025-01-21T23:56:55.780;551;0
1737489415.79;2025-01-21T23:56:55.790;551;0
1737489415.8;2025-01-21T23:56:55.800;515;0
1737489415.81;2025-01-21T23:56:55.810;515;0
1737489415.82;2025-01-21T23:56:55.820;515;0
1737489415.83;2025-01-21T23:56:55.830;515;0
1737489415.84;2025-01-21T23:56:55.840;515;0
1737489415.85;2025-01-21T23:56:55.850;515;0
1737489415.86;2025-01-21T23:56:55.860;515;0
1737489415.87;2025-01-21T23:56:55.870;515;0
1737489415.88;2025-01-21T23:56:55.880;515;0
1737489415.89;2025-01-21T23:56:55.890;515;0
1737489415.9;2025-01-21T23:56:55.900;532;0
1737489415.91;2025-01-21T23:56:55.910;532;0
1737489415.92;2025-01-21T23:56:55.920;532;0
1737489415.93;2025-01-21T23:56:55.930;532;0
1737489415.94;2025-01-21T23:56:55.940;532;0
1737489415.95;2025-01-21T23:56:55.950;532;0
1737489415.96;2025-01-21T23:56:55.960;532;0
1737489415.97;2025-01-21T23:56:55.970;532;0
1737489415.98;2025-01-21T23:56:55.980;532;0
1737489415.99;2025-01-21T23:56:55.990;532;0
1737489416;2025-01-21T23:56:56.000;548;0
1737489416.01;2025-01-21T23:56:56.010;548;0
1737489416.02;2025-01-21T23:56:56.020;548;0
1737489416.03;2025-01-21T23:56:56.030;548;0
1737489416.04;2025-01-21T23:56:56.040;548;0
1737489416.05;2025-01-21T23:56:56.050;548;0
1737489416.06;2025-01-21T23:56:56.060;548;0
1737489416.07;2025-01-21T23:56:56.070;548;0
1737489416.08;2025-01-21T23:56:56.080;548;0
1737489416.09;2025-01-21T23:56:56.090;548;0
1737489416.1;2025-01-21T23:56:56.100;548;0
1737489416.11;2025-01-21T23:56:56.110;548;0
1737489416.12;2025-01-21T23:56:56.120;548;0
1737489416.13;2025-01-21T23:56:56.130;548;0
1737489416.14;2025-01-21T23:56:56.140;548;0
1737489416.15;2025-01-21T23:56:56.150;548;0
1737489416.16;2025-01-21T23:56:56.160;548;0
1737489416.17;2025-01-21T23:56:56.170;548;0
1737489416.18;2025-01-21T23:56:56.180;548;0
1737489416.19;2025-01-21T23:56:56.190;548;0
1737489416.2;2025-01-21T23:56:56.200;551;0
1737489416.21;2025-01-21T23:56:56.210;551;0
1737489416.22;2025-01-21T23:56:56.220;551;0
1737489416.23;2025-01-21T23:56:56.230;551;0
1737489416.24;2025-01-21T23:56:56.240;551;0
